feedback_id,customer_id,product_id,channel,feedback_date,text,true_themes,true_aspect_sentiments,true_overall_sentiment,predicted_sentiment,sentiment_confidence,detected_aspects,n_aspects_detected,dominant_true_theme,discovered_topic_id,discovered_topic_label,lifetime_value,tier,base_churn_prob,repeat_negative_count,primary_theme,theme_severity,theme_label_primary,sentiment_severity_score,customer_value_score,churn_risk_score,issue_growth_score,repeat_complaint_score,priority_score,priority_tier,inferred_themes
FB-0001527,CUST-001220,PROD-0132,review,2024-01-11,Shipping was super quick.,delivery_delay,delivery_delay:positive,positive,positive,1.0,Delivery:Positive,1,delivery_delay,0,Packaging,6182.12,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,0.0,0.9958958333333332,0.05,0.0,0.0,24.7,Low,delivery_delay
FB-0001543,CUST-006952,PROD-0079,chat,2024-01-11,The product is about what i expected.,product_quality,product_quality:neutral,neutral,neutral,1.0,Product Quality:Neutral,1,product_quality,3,Product Quality,75.06,Bronze,0.28,0,product_quality,0.65,Product Quality,0.35,0.0185666666666666,0.28,0.0,0.0,26.2,Medium,product_quality
FB-0001538,CUST-002037,PROD-0075,chat,2024-01-11,"Pricing is fair, about what i'd expect But refund was processed quickly and without hassle.",pricing|refund_problems,pricing:neutral|refund_problems:positive,neutral,neutral,0.986,Pricing:Neutral|Refunds:Positive,2,pricing,4,Refund Problems,872.24,Gold,0.1,0,pricing,0.35,Pricing,0.3450999999999999,0.7787041666666666,0.1,0.0,0.0,28.8,Medium,pricing|refund_problems
FB-0001554,CUST-002494,PROD-0076,review,2024-01-11,"Packaging was flimsy and the box was crushed On top of that, wish there was a way to track multiple orders at once.",packaging|feature_request,packaging:negative|feature_request:neutral,negative,negative,0.974,Packaging:Negative|Feature Requests:Neutral,2,packaging,9,Product Quality,151.63,Bronze,0.28,0,packaging,0.3,Packaging,0.974,0.2366583333333333,0.42,0.0,0.0,40.2,Medium,packaging|feature_request
FB-0001422,CUST-000845,PROD-0060,survey,2024-01-11,A saved-payment-method feature would really help.,feature_request,feature_request:neutral,neutral,neutral,0.999,Feature Requests:Neutral,1,feature_request,2,Payment Issues,251.87,Silver,0.18,0,feature_request,0.1,Feature Requests,0.3496499999999999,0.4347708333333333,0.18,0.0,0.0,20.0,Low,feature_request
FB-0001453,CUST-004090,PROD-0060,review,2024-01-11,"Really appreciated how patient the support team was In addition, payment processing took a bit longer than usual.",customer_support|payment_issue_general,customer_support:positive|payment_issue_general:neutral,neutral,neutral,0.982,Customer Support:Positive|Payment:Neutral,2,customer_support,2,Payment Issues,2316.4,Gold,0.1,0,customer_support,0.55,Customer Service,0.3436999999999999,0.9312625,0.1,0.0,0.0,35.1,Medium,customer_support|payment_issue_general
FB-0001484,CUST-004472,PROD-0129,survey,2024-01-11,"The order got stuck in transit for days On top of that, an okay experience overall, nothing stood out.",delivery_delay|general_satisfaction,delivery_delay:negative|general_satisfaction:neutral,negative,negative,0.987,Delivery:Negative,1,delivery_delay,1,General Satisfaction,173.42,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.987,0.291825,0.42,0.0,0.0,44.4,Medium,delivery_delay|general_satisfaction
FB-0001515,CUST-007159,PROD-0014,survey,2024-01-11,Support was rude and unhelpful.,customer_support,customer_support:negative,negative,negative,1.0,Customer Support:Negative,1,customer_support,6,Customer Service,579.53,Silver,0.18,0,customer_support,0.55,Customer Service,1.0,0.682625,0.27,0.0,0.0,50.3,High,customer_support
FB-0001431,CUST-003045,PROD-0148,review,2024-01-11,Quality is noticeably worse than earlier orders.,product_quality,product_quality:negative,negative,negative,1.0,Product Quality:Negative,1,product_quality,9,Product Quality,401.44,Silver,0.18,0,product_quality,0.65,Product Quality,1.0,0.5673833333333334,0.27,0.0,0.0,50.6,High,product_quality
FB-0001420,CUST-005100,PROD-0023,support_ticket,2024-01-11,"Customer service was okay, nothing memorable However, very happy with this purchase from start to finish.",customer_support|general_satisfaction,customer_support:neutral|general_satisfaction:positive,neutral,neutral,0.969,Customer Support:Neutral,1,customer_support,6,Customer Service,151.1,Bronze,0.28,0,customer_support,0.55,Customer Service,0.3391499999999999,0.234775,0.28,0.0,0.0,27.2,Medium,customer_support|general_satisfaction
FB-0001491,CUST-001542,PROD-0017,survey,2024-01-11,Packaging was sturdy and beautifully presented.,packaging,packaging:positive,positive,positive,1.0,Packaging:Positive,1,packaging,0,Packaging,71.3,Bronze,0.28,0,packaging,0.3,Packaging,0.0,0.0146708333333333,0.28,0.0,0.0,10.4,Low,packaging
FB-0001415,CUST-005852,PROD-0089,review,2024-01-11,The package arrived right on time.,delivery_delay,delivery_delay:positive,positive,positive,0.999,Delivery:Positive,1,delivery_delay,5,Delivery Delay,121.33,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.0,0.1373833333333333,0.28,0.0,0.0,15.3,Low,delivery_delay
FB-0001506,CUST-001174,PROD-0143,survey,2024-01-11,"Everything about this order exceeded my expectations In addition, the app works fine most of the time On top of that, payment processing took a bit longer than usual.",general_satisfaction|app_performance|payment_issue_general,general_satisfaction:positive|app_performance:neutral|payment_issue_general:neutral,neutral,neutral,1.0,App/Website:Neutral|Payment:Neutral,2,general_satisfaction,2,Payment Issues,503.51,Silver,0.18,0,app_performance,0.5,App Performance,0.35,0.6428083333333333,0.18,0.0,0.0,31.1,Medium,app_performance|payment_issue_general|general_satisfaction
FB-0001434,CUST-003664,PROD-0106,survey,2024-01-11,Shipping was super quick.,delivery_delay,delivery_delay:positive,positive,positive,1.0,Delivery:Positive,1,delivery_delay,0,Packaging,111.54,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.0,0.1067916666666666,0.28,0.0,0.0,14.8,Low,delivery_delay
FB-0001507,CUST-006753,PROD-0054,review,2024-01-11,"The package arrived right on time In addition, customer support was fast and genuinely helpful But refund process took the standard amount of time.",delivery_delay|customer_support|refund_problems,delivery_delay:positive|customer_support:positive|refund_problems:neutral,positive,positive,0.956,Delivery:Positive|Customer Support:Positive|Refunds:Neutral,3,delivery_delay,6,Customer Service,340.06,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.0,0.5202166666666667,0.18,0.0,0.0,19.5,Low,delivery_delay|customer_support|refund_problems
FB-0001495,CUST-003780,PROD-0054,chat,2024-01-11,Delivery arrived close to the estimated date.,delivery_delay,delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral,1,delivery_delay,5,Delivery Delay,238.82,Silver,0.18,1,delivery_delay,0.45,Delivery Delay,0.35,0.4179541666666667,0.18,0.0,0.3215127375316343,29.9,Medium,delivery_delay
FB-0001416,CUST-005730,PROD-0033,support_ticket,2024-01-11,Would love to see more size options for this item.,feature_request,feature_request:neutral,neutral,neutral,0.997,Feature Requests:Neutral,1,feature_request,5,Delivery Delay,537.9,Silver,0.18,0,feature_request,0.1,Feature Requests,0.34895,0.6602208333333334,0.18,0.0,0.0,23.3,Low,feature_request
FB-0001454,CUST-002447,PROD-0054,survey,2024-01-11,Overall this was a disappointing experience.,general_satisfaction,general_satisfaction:negative,negative,negative,1.0,None Detected,0,general_satisfaction,1,General Satisfaction,200.51,Bronze,0.28,0,general_satisfaction,0.05,General Satisfaction,1.0,0.3530875,0.42,0.0,0.0,37.6,Medium,general_satisfaction
FB-0001492,CUST-007569,PROD-0125,review,2024-01-11,"Excellent discount made this a great deal Also, delivery took way longer than promised But refund was processed quickly and without hassle.",pricing|delivery_delay|refund_problems,pricing:positive|delivery_delay:negative|refund_problems:positive,positive,positive,0.967,Delivery:Negative|Pricing:Positive|Refunds:Positive,3,pricing,4,Refund Problems,448.6,Silver,0.18,1,delivery_delay,0.45,Delivery Delay,0.0,0.6046166666666667,0.18,0.0,0.3215127375316343,24.0,Low,delivery_delay|pricing|refund_problems
FB-0001464,CUST-003060,PROD-0038,review,2024-01-11,"The product is about what i expected In addition, packaging was sturdy and beautifully presented Also, the app freezes whenever I open my order history.",product_quality|packaging|app_performance,product_quality:neutral|packaging:positive|app_performance:negative,negative,negative,0.952,Product Quality:Neutral|App/Website:Negative|Packaging:Positive,3,product_quality,3,Product Quality,1571.2,Gold,0.1,0,product_quality,0.65,Product Quality,0.952,0.8858416666666666,0.15,0.0,0.0,52.3,High,product_quality|app_performance|packaging
FB-0001423,CUST-003543,PROD-0049,review,2024-01-11,The checkout page kept rejecting my card for no reason.,payment_issue_general,payment_issue_general:negative,negative,negative,1.0,Payment:Negative,1,payment_issue_general,6,Customer Service,193.22,Bronze,0.28,0,payment_issue_general,0.7,Payment Issues,1.0,0.3362958333333333,0.42,0.0,0.0,50.3,High,payment_issue_general
FB-0001488,CUST-006600,PROD-0119,support_ticket,2024-01-11,Refund was processed quickly and without hassle.,refund_problems,refund_problems:positive,positive,positive,1.0,Refunds:Positive,1,refund_problems,4,Refund Problems,79.36,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.0,0.0241041666666666,0.28,0.0,0.0,19.6,Low,refund_problems
FB-0001466,CUST-002089,PROD-0004,survey,2024-01-11,Shipping took the usual amount of time.,delivery_delay,delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral,1,delivery_delay,2,Payment Issues,271.8,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.35,0.4560375,0.18,0.0,0.0,27.3,Medium,delivery_delay
FB-0001428,CUST-007179,PROD-0055,review,2024-01-11,Shipping took the usual amount of time.,delivery_delay,delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral,1,delivery_delay,2,Payment Issues,271.92,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.35,0.45625,0.18,0.0,0.0,27.3,Medium,delivery_delay
FB-0001546,CUST-002867,PROD-0148,support_ticket,2024-01-11,A saved-payment-method feature would really help.,feature_request,feature_request:neutral,neutral,neutral,0.999,Feature Requests:Neutral,1,feature_request,2,Payment Issues,206.33,Bronze,0.28,0,feature_request,0.1,Feature Requests,0.3496499999999999,0.3632,0.28,0.0,0.0,20.4,Low,feature_request
FB-0001417,CUST-002400,PROD-0108,review,2024-01-11,Support answered but it took a while.,customer_support,customer_support:neutral,neutral,neutral,1.0,Customer Support:Neutral,1,customer_support,6,Customer Service,2135.3,Gold,0.1,0,customer_support,0.55,Customer Service,0.35,0.9248916666666668,0.1,0.0,0.0,35.1,Medium,customer_support
FB-0001441,CUST-000349,PROD-0017,chat,2024-01-11,Support answered but it took a while.,customer_support,customer_support:neutral,neutral,neutral,1.0,Customer Support:Neutral,1,customer_support,6,Customer Service,126.69,Bronze,0.28,0,customer_support,0.55,Customer Service,0.35,0.1562458333333333,0.28,0.0,0.0,26.3,Medium,customer_support
FB-0001531,CUST-006707,PROD-0079,support_ticket,2024-01-11,The order got stuck in transit for days.,delivery_delay,delivery_delay:negative,negative,negative,1.0,Delivery:Negative,1,delivery_delay,9,Product Quality,191.23,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,1.0,0.3320833333333333,0.42,0.0,0.0,45.3,High,delivery_delay
FB-0001486,CUST-007852,PROD-0039,survey,2024-01-11,Would love to see more size options for this item.,feature_request,feature_request:neutral,neutral,neutral,0.997,Feature Requests:Neutral,1,feature_request,5,Delivery Delay,135.57,Bronze,0.28,0,feature_request,0.1,Feature Requests,0.34895,0.1862041666666666,0.28,0.0,0.0,17.7,Low,feature_request
FB-0001519,CUST-005936,PROD-0114,survey,2024-01-11,"The agent couldn't resolve my issue at all Also, packaging was flimsy and the box was crushed.",customer_support|packaging,customer_support:negative|packaging:negative,negative,negative,1.0,Customer Support:Negative|Packaging:Negative,2,customer_support,6,Customer Service,258.39,Bronze,0.28,0,customer_support,0.55,Customer Service,1.0,0.4416,0.42,0.0,0.0,48.9,High,customer_support|packaging
FB-0001437,CUST-004613,PROD-0131,survey,2024-01-11,"Pricing is fair, about what i'd expect However, the product is about what I expected.",pricing|product_quality,pricing:neutral|product_quality:neutral,neutral,neutral,1.0,Product Quality:Neutral|Pricing:Neutral,2,pricing,8,Pricing,5829.48,Platinum,0.05,0,product_quality,0.65,Product Quality,0.35,0.993925,0.05,0.0,0.0,37.4,Medium,product_quality|pricing
FB-0001467,CUST-001880,PROD-0083,survey,2024-01-11,Getting a refund has been an absolute nightmare.,refund_problems,refund_problems:negative,negative,negative,1.0,Refunds:Negative,1,refund_problems,4,Refund Problems,83.25,Bronze,0.28,0,refund_problems,0.75,Refund Problems,1.0,0.0299833333333333,0.42,0.0,0.0,46.7,High,refund_problems
FB-0001549,CUST-001472,PROD-0148,review,2024-01-11,The support agent resolved my issue in minutes.,customer_support,customer_support:positive,positive,positive,0.997,Customer Support:Positive,1,customer_support,6,Customer Service,2960.24,Gold,0.1,0,customer_support,0.55,Customer Service,0.0,0.9501333333333334,0.1,0.0,0.0,26.8,Medium,customer_support
FB-0001539,CUST-005548,PROD-0014,support_ticket,2024-01-11,The app works fine most of the time.,app_performance,app_performance:neutral,neutral,neutral,1.0,App/Website:Neutral,1,app_performance,7,App Performance,234.85,Bronze,0.28,0,app_performance,0.5,App Performance,0.35,0.4110833333333333,0.28,0.0,0.0,29.1,Medium,app_performance
FB-0001426,CUST-005015,PROD-0036,survey,2024-01-11,"Quality is noticeably worse than earlier orders But a saved-payment-method feature would really help However, customer service was okay, nothing memorable.",product_quality|feature_request|customer_support,product_quality:negative|feature_request:neutral|customer_support:neutral,neutral,neutral,0.933,Product Quality:Negative|Customer Support:Neutral|Feature Requests:Neutral,3,product_quality,9,Product Quality,561.94,Silver,0.18,0,product_quality,0.65,Product Quality,0.32655,0.6729875,0.18,0.0,0.0,34.0,Medium,product_quality|customer_support|feature_request
FB-0001436,CUST-002049,PROD-0099,support_ticket,2024-01-11,"Customer support was fast and genuinely helpful In addition, refund request was denied for no clear reason.",customer_support|refund_problems,customer_support:positive|refund_problems:negative,negative,negative,0.982,Customer Support:Positive|Refunds:Negative,2,customer_support,6,Customer Service,3668.59,Platinum,0.05,0,customer_support,0.55,Customer Service,0.982,0.9657166666666668,0.075,0.0,0.0,51.2,High,customer_support|refund_problems
FB-0001425,CUST-003361,PROD-0132,support_ticket,2024-01-11,"Delivery arrived close to the estimated date On top of that, pricing is fair, about what I'd expect In addition, the checkout page kept rejecting my card for no reason.",delivery_delay|pricing|payment_issue_general,delivery_delay:neutral|pricing:neutral|payment_issue_general:negative,neutral,neutral,0.931,Delivery:Neutral|Pricing:Neutral|Payment:Negative,3,delivery_delay,5,Delivery Delay,1250.61,Gold,0.1,0,delivery_delay,0.45,Delivery Delay,0.32585,0.8499208333333333,0.1,0.0,0.0,31.4,Medium,delivery_delay|pricing|payment_issue_general
FB-0001479,CUST-001538,PROD-0012,support_ticket,2024-01-11,Shipping took the usual amount of time.,delivery_delay,delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral,1,delivery_delay,2,Payment Issues,360.39,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.35,0.5341208333333334,0.28,0.0,0.0,30.0,Medium,delivery_delay
FB-0001442,CUST-007529,PROD-0136,chat,2024-01-11,"Customer support never replied to my message On top of that, a saved-payment-method feature would really help.",customer_support|feature_request,customer_support:negative|feature_request:neutral,negative,negative,0.982,Customer Support:Negative|Feature Requests:Neutral,2,customer_support,6,Customer Service,2301.78,Gold,0.1,0,customer_support,0.55,Customer Service,0.982,0.9308291666666668,0.15,0.0,0.0,51.8,High,customer_support|feature_request
FB-0001450,CUST-005507,PROD-0071,support_ticket,2024-01-11,"Packaging was sturdy and beautifully presented In addition, shipping was delayed with no updates.",packaging|delivery_delay,packaging:positive|delivery_delay:negative,negative,negative,0.983,Delivery:Negative|Packaging:Positive,2,packaging,0,Packaging,734.61,Gold,0.1,0,delivery_delay,0.45,Delivery Delay,0.983,0.7414625,0.15,0.0,0.0,46.9,High,delivery_delay|packaging
FB-0001460,CUST-005695,PROD-0067,review,2024-01-11,"Payment processing took a bit longer than usual Also, refund request was denied for no clear reason.",payment_issue_general|refund_problems,payment_issue_general:neutral|refund_problems:negative,negative,negative,0.988,Refunds:Negative|Payment:Neutral,2,payment_issue_general,2,Payment Issues,93.46,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.988,0.0520333333333333,0.42,0.0,0.0,46.8,High,refund_problems|payment_issue_general
FB-0001459,CUST-004009,PROD-0010,chat,2024-01-11,The product quality is excellent.,product_quality,product_quality:positive,positive,positive,1.0,Product Quality:Positive,1,product_quality,9,Product Quality,290.38,Silver,0.18,2,product_quality,0.65,Product Quality,0.0,0.4747583333333333,0.18,0.0,0.5827829453479101,28.6,Medium,product_quality
FB-0001477,CUST-004388,PROD-0127,survey,2024-01-11,"Materials feel low grade for the price On top of that, my package arrived over a week late.",product_quality|delivery_delay,product_quality:negative|delivery_delay:negative,negative,negative,1.0,Delivery:Negative|Product Quality:Negative,2,product_quality,5,Delivery Delay,125.72,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,1.0,0.1528166666666666,0.42,0.0,0.0,42.6,Medium,delivery_delay|product_quality
FB-0001463,CUST-000786,PROD-0076,support_ticket,2024-01-11,"Delivery arrived close to the estimated date In addition, the support agent resolved my issue in minutes Also, pricing keeps going up without any added value.",delivery_delay|customer_support|pricing,delivery_delay:neutral|customer_support:positive|pricing:negative,negative,negative,0.927,Delivery:Neutral|Customer Support:Positive|Pricing:Negative,3,delivery_delay,5,Delivery Delay,102.01,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.927,0.0765833333333333,0.42,0.0,0.0,39.6,Medium,delivery_delay|customer_support|pricing
FB-0001542,CUST-004459,PROD-0088,survey,2024-01-11,"The price feels way too high for what you get However, wish there was a way to track multiple orders at once.",pricing|feature_request,pricing:negative|feature_request:neutral,negative,negative,0.977,Pricing:Negative|Feature Requests:Neutral,2,pricing,9,Product Quality,540.18,Silver,0.18,0,pricing,0.35,Pricing,0.977,0.6623375,0.27,0.0,0.0,45.4,High,pricing|feature_request
FB-0001455,CUST-002868,PROD-0144,support_ticket,2024-01-11,Really appreciated how patient the support team was.,customer_support,customer_support:positive,positive,positive,0.997,Customer Support:Positive,1,customer_support,6,Customer Service,75.08,Bronze,0.28,0,customer_support,0.55,Customer Service,0.0,0.0186833333333333,0.28,0.0,0.0,15.5,Low,customer_support
FB-0001449,CUST-005358,PROD-0101,review,2024-01-11,Shipping was super quick.,delivery_delay,delivery_delay:positive,positive,positive,1.0,Delivery:Positive,1,delivery_delay,0,Packaging,171.24,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.0,0.2866958333333333,0.28,0.0,0.0,17.5,Low,delivery_delay
FB-0001462,CUST-002336,PROD-0137,survey,2024-01-11,Packaging was sturdy and beautifully presented.,packaging,packaging:positive,positive,positive,1.0,Packaging:Positive,1,packaging,0,Packaging,2444.1,Gold,0.1,0,packaging,0.3,Packaging,0.0,0.934925,0.1,0.0,0.0,21.5,Low,packaging
FB-0001430,CUST-002541,PROD-0097,support_ticket,2024-01-11,"Overall this was a disappointing experience On top of that, packaging was flimsy and the box was crushed.",general_satisfaction|packaging,general_satisfaction:negative|packaging:negative,negative,negative,1.0,Packaging:Negative,1,general_satisfaction,1,General Satisfaction,963.7,Gold,0.1,0,packaging,0.3,Packaging,1.0,0.7992708333333334,0.15,0.0,0.0,45.2,High,packaging|general_satisfaction
FB-0001545,CUST-006381,PROD-0012,support_ticket,2024-01-11,"Quality is average, nothing special On top of that, delivery arrived close to the estimated date.",product_quality|delivery_delay,product_quality:neutral|delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral|Product Quality:Neutral,2,product_quality,5,Delivery Delay,571.64,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.35,0.6784541666666667,0.18,0.0,0.0,30.6,Medium,delivery_delay|product_quality
FB-0001447,CUST-001487,PROD-0041,survey,2024-01-11,The order got stuck in transit for days.,delivery_delay,delivery_delay:negative,negative,negative,1.0,Delivery:Negative,1,delivery_delay,9,Product Quality,1561.24,Gold,0.1,0,delivery_delay,0.45,Delivery Delay,1.0,0.8846041666666666,0.15,0.0,0.0,49.5,High,delivery_delay
FB-0001445,CUST-002662,PROD-0009,support_ticket,2024-01-11,"Packaging was flimsy and the box was crushed However, overall a really great experience, will definitely order again.",packaging|general_satisfaction,packaging:negative|general_satisfaction:positive,negative,negative,0.975,Packaging:Negative,1,packaging,1,General Satisfaction,866.05,Silver,0.18,0,packaging,0.3,Packaging,0.975,0.7772166666666667,0.27,0.0,0.0,46.1,High,packaging|general_satisfaction
FB-0001532,CUST-007399,PROD-0013,review,2024-01-11,"Shipping took the usual amount of time In addition, the product is about what I expected.",delivery_delay|product_quality,delivery_delay:neutral|product_quality:neutral,neutral,neutral,1.0,Delivery:Neutral|Product Quality:Neutral,2,delivery_delay,3,Product Quality,5457.4,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,0.35,0.991075,0.05,0.0,0.0,33.4,Medium,delivery_delay|product_quality
FB-0001550,CUST-001427,PROD-0008,support_ticket,2024-01-11,Materials feel low grade for the price.,product_quality,product_quality:negative,negative,negative,1.0,Product Quality:Negative,1,product_quality,9,Product Quality,106.29,Bronze,0.28,0,product_quality,0.65,Product Quality,1.0,0.0881,0.42,0.0,0.0,45.6,High,product_quality
FB-0001505,CUST-001486,PROD-0009,support_ticket,2024-01-11,The app freezes whenever i open my order history.,app_performance,app_performance:negative,negative,negative,1.0,App/Website:Negative,1,app_performance,7,App Performance,1389.22,Gold,0.1,0,app_performance,0.5,App Performance,1.0,0.8665083333333333,0.15,0.0,0.0,50.2,High,app_performance
FB-0001471,CUST-003500,PROD-0065,review,2024-01-11,Refund was processed quickly and without hassle.,refund_problems,refund_problems:positive,positive,positive,1.0,Refunds:Positive,1,refund_problems,4,Refund Problems,215.17,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.0,0.3814,0.28,0.0,0.0,24.9,Low,refund_problems
FB-0001470,CUST-002804,PROD-0031,chat,2024-01-11,"I waited on hold for over an hour In addition, the product quality feels cheap and flimsy.",customer_support|product_quality,customer_support:negative|product_quality:negative,negative,negative,1.0,Product Quality:Negative|Customer Support:Negative,2,customer_support,9,Product Quality,477.68,Silver,0.18,0,product_quality,0.65,Product Quality,1.0,0.6254208333333333,0.27,0.0,0.0,51.4,High,product_quality|customer_support
FB-0001493,CUST-002255,PROD-0008,review,2024-01-11,"Quality is average, nothing special.",product_quality,product_quality:neutral,neutral,neutral,1.0,Product Quality:Neutral,1,product_quality,9,Product Quality,177.67,Bronze,0.28,0,product_quality,0.65,Product Quality,0.35,0.3011125,0.28,0.0,0.0,30.5,Medium,product_quality
FB-0001528,CUST-002402,PROD-0068,review,2024-01-11,"Shipping took the usual amount of time On top of that, quality is average, nothing special.",delivery_delay|product_quality,delivery_delay:neutral|product_quality:neutral,neutral,neutral,1.0,Delivery:Neutral|Product Quality:Neutral,2,delivery_delay,9,Product Quality,3188.81,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,0.35,0.9546375,0.05,0.0,0.0,32.8,Medium,delivery_delay|product_quality
FB-0001600,CUST-007840,PROD-0085,review,2024-01-12,"Pricing is fair, about what i'd expect.",pricing,pricing:neutral,neutral,neutral,1.0,Pricing:Neutral,1,pricing,8,Pricing,149.45,Silver,0.18,0,pricing,0.35,Pricing,0.35,0.22845,0.18,0.0,0.0,21.9,Low,pricing
FB-0001644,CUST-002562,PROD-0147,support_ticket,2024-01-12,Packaging was sturdy and beautifully presented.,packaging,packaging:positive,positive,positive,1.0,Packaging:Positive,1,packaging,0,Packaging,559.51,Silver,0.18,0,packaging,0.3,Packaging,0.0,0.671875,0.18,0.0,0.0,18.8,Low,packaging
FB-0001581,CUST-005305,PROD-0021,review,2024-01-12,"The app works fine most of the time In addition, shipping was delayed with no updates However, it broke after just a few uses.",app_performance|delivery_delay|product_quality,app_performance:neutral|delivery_delay:negative|product_quality:negative,negative,negative,1.0,Delivery:Negative|Product Quality:Negative|App/Website:Neutral,3,app_performance,7,App Performance,3181.54,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,1.0,0.9544708333333334,0.075,0.0,0.0,49.4,High,delivery_delay|product_quality|app_performance
FB-0001637,CUST-003389,PROD-0084,chat,2024-01-12,I waited on hold for over an hour.,customer_support,customer_support:negative,negative,negative,1.0,Customer Support:Negative,1,customer_support,9,Product Quality,355.45,Silver,0.18,0,customer_support,0.55,Customer Service,1.0,0.5293458333333333,0.27,0.0,0.0,48.0,High,customer_support
FB-0001560,CUST-006270,PROD-0138,survey,2024-01-12,The app is smooth and easy to use.,app_performance,app_performance:positive,positive,positive,0.997,App/Website:Positive,1,app_performance,7,App Performance,85.15,Bronze,0.28,0,app_performance,0.5,App Performance,0.0,0.0336625,0.28,0.0,0.0,14.7,Low,app_performance
FB-0001642,CUST-006113,PROD-0113,review,2024-01-12,Refund was processed quickly and without hassle.,refund_problems,refund_problems:positive,positive,positive,1.0,Refunds:Positive,1,refund_problems,4,Refund Problems,851.54,Silver,0.18,0,refund_problems,0.75,Refund Problems,0.0,0.7735916666666667,0.18,0.0,0.0,29.3,Medium,refund_problems
FB-0001659,CUST-003984,PROD-0013,review,2024-01-12,Support answered but it took a while.,customer_support,customer_support:neutral,neutral,neutral,1.0,Customer Support:Neutral,1,customer_support,6,Customer Service,456.93,Silver,0.18,0,customer_support,0.55,Customer Service,0.35,0.6107541666666667,0.18,0.0,0.0,31.6,Medium,customer_support
FB-0001609,CUST-003682,PROD-0061,review,2024-01-12,Loved how fast and intuitive the website was.,app_performance,app_performance:positive,positive,positive,0.998,App/Website:Positive,1,app_performance,6,Customer Service,161.34,Bronze,0.28,0,app_performance,0.5,App Performance,0.0,0.2620416666666667,0.28,0.0,0.0,18.1,Low,app_performance
FB-0001564,CUST-005679,PROD-0032,support_ticket,2024-01-12,"Delivery arrived close to the estimated date In addition, the product is about what I expected.",delivery_delay|product_quality,delivery_delay:neutral|product_quality:neutral,neutral,neutral,1.0,Delivery:Neutral|Product Quality:Neutral,2,delivery_delay,5,Delivery Delay,452.99,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.35,0.6077916666666666,0.18,0.0,0.0,29.6,Medium,delivery_delay|product_quality
FB-0001663,CUST-001218,PROD-0087,survey,2024-01-12,"The product is about what i expected In addition, would love to see more size options for this item.",product_quality|feature_request,product_quality:neutral|feature_request:neutral,neutral,neutral,1.0,Product Quality:Neutral|Feature Requests:Neutral,2,product_quality,3,Product Quality,211.08,Bronze,0.28,0,product_quality,0.65,Product Quality,0.35,0.3729625,0.28,0.0,0.0,31.5,Medium,product_quality|feature_request
FB-0001606,CUST-004335,PROD-0118,support_ticket,2024-01-12,Shipping was super quick.,delivery_delay,delivery_delay:positive,positive,positive,1.0,Delivery:Positive,1,delivery_delay,0,Packaging,1827.81,Gold,0.1,0,delivery_delay,0.45,Delivery Delay,0.0,0.9083375,0.1,0.0,0.0,24.1,Low,delivery_delay
FB-0001620,CUST-001980,PROD-0028,chat,2024-01-12,"Overall this was a disappointing experience In addition, the product is about what I expected On top of that, shipping took the usual amount of time.",general_satisfaction|product_quality|delivery_delay,general_satisfaction:negative|product_quality:neutral|delivery_delay:neutral,neutral,neutral,0.961,Delivery:Neutral|Product Quality:Neutral,2,general_satisfaction,3,Product Quality,175.74,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.33635,0.2980833333333333,0.28,0.0,0.0,26.1,Medium,delivery_delay|product_quality|general_satisfaction
FB-0001597,CUST-006478,PROD-0006,support_ticket,2024-01-12,The price feels way too high for what you get.,pricing,pricing:negative,negative,negative,1.0,Pricing:Negative,1,pricing,9,Product Quality,520.44,Silver,0.18,0,pricing,0.35,Pricing,1.0,0.649875,0.27,0.0,0.0,45.8,High,pricing
